"Code","Name","Address","zip","Phone","Url","reservations y/n","order online y/n","Buy Tickets y/n","discnt coupon y/n","Maps y/n","verified"
"301","Dog Days Bar & Grill","1232 Jeffries Rd",65065,(573) 348-9797,"http://dogdays.ws/","n","n","n","n","n","n"
"710","Dogwood Acres Boat Rental","14 Lamp Post Ct",65079,(573) 374-5956,"http://www.funlake.com/accommodations/dogwoodacres/","n","n","n","n","n","n"
"110","Dogwood Acres Resort","14 Lamp Post Ct",65079,(573) 374-5956,"http://www.funlake.com/accommodations/dogwoodacres/","n","n","n","n","n","n"
"105","Dogwood Acres Resort","14 Lamp Post Ct",65079,(573) 374-5956,"http://www.funlake.com/accommodations/dogwoodacres/","n","n","n","n","n","n"
"609","Dogwood Hills Driving Range","1252 Highway KK",65065,(573) 348-1735,"http://dogwoodhillsresort.com/","n","n","n","n","n","n"
"105","Dogwood Hills Resort","1252 Highway KK",65065,(800) 220-6571,"http://dogwoodhillsresort.com/","n","n","n","n","n","n"
"110","Dogwood Hills Resort","1252 Highway KK",65065,(573) 348-1735,"http://dogwoodhillsresort.com/","n","n","n","n","n","n"
"607","Dogwood Hills Resort","1252 Highway KK",65065,(573) 348-1735,"http://dogwoodhillsresort.com/","n","n","n","n","n","n"
"203","Domenico's Italian Restaurant","4737 Highway 54",65065,(573) 348-5335,,"n","n","n","n","n","n"
"203","Domino's Pizza","3579 Highway 54",65065,(573) 964-6100,,"n","n","n","n","n","n"
"301","Donna's Ice House","2097 State Road Y ",65052,(573) 317-1109,,"n","n","n","n","n","n"
"203","Dragon House Café","5926 Highway 54",65065,(573) 348-8993,,"n","n","n","n","n","n"
"203","Dragon Lake Chinese Restaurant","107 W US Highway 54",65020,(573) 346-3545,,"n","n","n","n","n","n"
"110","Drift Inn Resort","54 Lake Rd",65065,(573) 346-2269,,"n","n","n","n","n","n"
"105","Drop Anchor Resort Motel","304 Highway 5",65037,(573) 372-6620,,"n","n","n","n","n","n"
"110","Drop Anchor Resort Motel","304 Highway 5",65037,(573) 372-6620,,"n","n","n","n","n","n"
"203","Duck Restaurant","67 Cherokee Rd",65049,(573) 365-9973,,"n","n","n","n","n","n"
"301","Dude's Tavern","187 Main St",65486,(573) 793-6549,,"n","n","n","n","n","n"
"501","Duenke Enterprises","1026 Palisades Blvd #9",65065,(573) 348-1758,,"n","n","n","n","n","n"
"203","Dummy","27486 Cross Ln",65011,(573) 372-2191,,"n","n","n","n","n","n"
"301","Dummy","27486 Cross Ln",65011,(573) 372-2191,,"n","n","n","n","n","n"
"203","Eager Beaver Restaurant","1502 S Business Highway 54",65026,(573) 392-7442,,"n","n","n","n","n","n"
"904","Eagle Lanes","914 E Highway 42",65065,(573) 302-7170,,"n","n","n","n","n","n"
"301","Eagles Roost","33880 Ivy Bend Rd",65078,(573) 372-9903,,"n","n","n","n","n","n"
"301","Earth Angelz","24 Twiggy Ln",65026,(573) 392-0999,,"n","n","n","n","n","n"
"105","Econo Lodge - Lake of the Ozarks","5760 Highway 54",65065,(573) 348-1781,"www.choicehotels.com/","n","n","n","n","n","n"
"105","Edgewater Beach Resort","1160 Bagnell Dam Blvd",65049,(573) 365-6044,,"n","n","n","n","n","n"
"110","Edgewater Beach Resort","1160 Bagnell Dam Blvd",65049,(573) 365-6044,,"n","n","n","n","n","n"
"302","Eichenberg Winery","103 N Olive",65325,(660) 668-3511,"http://www.eichenbergwinery.com/","n","n","n","n","n","n"
"203","El Jimador","5256 Hwy 54",65065,(573) 348-3834,"http://www.lakeoftheozarksbars.com/eljim.htm","n","n","n","n","n","n"
"301","El Jimador","5256 Hwy 54",65065,(573) 348-3834,"http://www.lakeoftheozarksbars.com/eljim.htm","n","n","n","n","n","n"
"105","El Kay Lake View Motel & Resort","21 El Kay Dr",65020,(573) 873-5361,,"n","n","n","n","n","n"
"110","El Kay Lake View Motel & Resort","21 El Kay Dr",65020,(573) 873-5361,,"n","n","n","n","n","n"
"713","Eldon Airport Admin","101 S Oak",65026,(573) 392-2145,,"n","n","n","n","n","n"
"607","Eldon Golf Club","35 Golf Course Rd",65026,(573) 392-4172,"www.eldoncountryclub.com","n","n","n","n","n","n"
"105","Eldon Inn","200 N Business 54",65026,(573) 392-5684,,"n","n","n","n","n","n"
"903","Elks Lodge","174 Elks Ln",65037,(573) 374-4781,,"n","n","n","n","n","n"
"203","Embers Restaurant & Lounge","Business 54",65026,(573) 392-6322,,"n","n","n","n","n","n"
"301","Embers Restaurant & Lounge","Business 54",65026,(573) 392-6322,,"n","n","n","n","n","n"
"704","Enterprise Rent A Car","1100 Bluff Dr",65065,(573) 348-1534,,"n","n","n","n","n","n"
"203","Fancher's Pizza","2326 Hwy 17",65486,(573) 793-6825,,"n","n","n","n","n","n"
"203","Figaros Pizza & Subs","4824 Highway 54",65065,(573) 302-4300,,"n","n","n","n","n","n"
"612","First Mate Boat Charters","159 Bluewater Ct",65049,(573) 216-2050,"http://firstmatecharters.com/","n","n","n","n","n","n"
"801","First Mate Boat Charters","159 Bluewater Ct",65049,(573) 216-2050,"http://firstmatecharters.com/","n","n","n","n","n","n"
"804","First Mate Boat Charters","159 Bluewater Ct",65049,(573) 216-2050,"http://firstmatecharters.com/","n","n","n","n","n","n"
"203","Fish & Co","268 Wego Fish Ln",65020,(573) 873-0022,"http://www.thefishandcompany.com/Site/Welcome.html","n","n","n","n","n","n"
"110","Fisher Waters Resort","46 Fisher Waters Rd",65020,(573) 346-2166,,"n","n","n","n","n","n"
"105","Flame Resort","504 Flame Dr",65020,(573) 873-5065,,"n","n","n","n","n","n"
"110","Flame Resort","504 Flame Dr",65020,(573) 873-5065,,"n","n","n","n","n","n"
"110","Flame Resort","504 Flame Dr",65020,(573) 873-5065,,"n","n","n","n","n","n"
"203","Flatfooters Restaurant & Pub","96 Village Marina Rd",65026,(573) 365-1674,,"n","n","n","n","n","n"
"301","Flatfooters Restaurant & Pub","96 Village Marina Rd",65026,(573) 365-1674,,"n","n","n","n","n","n"
"301","Flirt LLC","843 Highway 42",65047,(573) 348-3977,,"n","n","n","n","n","n"
"110","Forever Resorts","220 Forever Dr",65020,(573) 873-3705,,"n","n","n","n","n","n"
"612","Forever Resorts","220 Forever Dr",65020,(573) 873-3705,,"n","n","n","n","n","n"
"107","Franky & Louie's Beach Front Bar & Grill","1028 Deer Valley Rd",65079,(573) 374-5750,"www.deervalleypark.com","n","n","n","n","n","n"
"710","Franky & Louie's Beach Front Bar & Grill","1028 Deer Valley Rd",65079,(573) 374-5750,"www.deervalleypark.com","n","n","n","n","n","n"
"203","Franky & Louie's Beach Front Bar & Grill","1028 Deer Valley Rd",65079,(573) 374-5750,"www.deervalleypark.com","n","n","n","n","n","n"
"301","Franky & Louie's Beach Front Bar & Grill","1028 Deer Valley Rd",65079,(573) 374-5750,"www.deervalleypark.com","n","n","n","n","n","n"
"612","Franky & Louie's Beach Front Bar & Grill","1028 Deer Valley Rd",65079,(573) 374-5750,"www.deervalleypark.com","n","n","n","n","n","n"
"203","Franky & Louie's Power Boats","1028 Deer Valley Rd",65079,(573) 374-5750,"www.deervalleypark.com","n","n","n","n","n","n"
"301","Frisky Frog","2325 Bittersweet Rd",65049,(573) 365-3466,"http://toadcove.com/","n","n","n","n","n","n"
"301","Frogs","15251 Fleener Dr",65037,(573) 372-2010,,"n","n","n","n","n","n"
"804","Fun Fisherman","226 Oldham Dr",65787,(573) 346-7694,,"n","n","n","n","n","n"
"301","Funky Monkey LLC","6432 Highway 54",65049,(573) 302-0423,,"n","n","n","n","n","n"
"612","G & G Marina","1528 Maritime",65787,(573) 346-2433,"http://www.ggmarina.com/","n","n","n","n","n","n"
"102","Garden House Bed & Breakfast","4 Haney Rd",65072,(573) 365-1221,"www.thegardenhousebnb.com/","n","n","n","n","n","n"
"203","Gascondade Grill & Inn","Mo-7 & Mo-133, #Jct",65556,(573) 765-3831,,"n","n","n","n","n","n"
"301","Gator's Bar & Grill","1022 Nautica Rd",65020,(573) 873-5115,,"n","n","n","n","n","n"
"203","Gator's Bar & Grill","1022 Nautica Rd",65020,(573) 873-5115,,"n","n","n","n","n","n"
"710","Getaway","1192 Lakeshore Dr",65065,(573) 348-6677,,"n","n","n","n","n","n"
"612","Getaway Boat & Jet Ski Rental","1192 Lakeshore Dr",65065,(573) 348-6677,"http://www.getawayatthelake.com/","n","n","n","n","n","n"
"102","Ginger Point Bed & Breakfast","34 Ginger Point",65049,(573) 365-6839,,"n","n","n","n","n","n"
"710 ","Glaize Bridge Rental","4877 Highway 54",65065,(573) 302-1955,,"n","n","n","n","n","n"
"612","Glencove At the Knolls","5940 Baydy Peak Rd",65065,(573) 348-3340,"http://glencovemarine.com/","n","n","n","n","n","n"
"710","Glencove At the Knolls","5940 Baydy Peak Rd",65065,(573) 348-3340,"http://glencovemarine.com/","n","n","n","n","n","n"
"804","Glencove At the Knolls","5940 Baydy Peak Rd",65065,(573) 348-3340,"http://glencovemarine.com/","n","n","n","n","n","n"
"710","Glencove Marine","147 Glencove Blvd",65049,(573) 365-4001,"http://glencovemarine.com/","n","n","n","n","n","n"
"612","Glencove Marine","147 Glencove Blvd",65049,(573) 365-4001,"http://glencovemarine.com/","n","n","n","n","n","n"
"804","Glencove Marine","147 Glencove Blvd",65049,(573) 365-4001,"http://glencovemarine.com/","n","n","n","n","n","n"
"612","Glencove Marine","3864 Highway 54",65065,(573) 348-1997,"http://glencovemarine.com/","n","n","n","n","n","n"
"710","Glencove Marine","3864 Highway 54",65065,(573) 348-1997,"http://glencovemarine.com/","n","n","n","n","n","n"
"804","Glencove Marine","3864 Highway 54",65065,(573) 348-1997,"http://glencovemarine.com/","n","n","n","n","n","n"
"612","Glencove Yacht Club","119 Westwood Dr",65020,(573) 365-3355,"http://glencovemarine.com/","n","n","n","n","n","n"
"710","Glencove Yacht Club","5211 Highway 54",65065,(573) 348-2269,"http://glencovemarine.com/","n","n","n","n","n","n"
"710","Glencove Yacht Club","119 Westwood Dr",65020,(573) 365-3355,"http://glencovemarine.com/","n","n","n","n","n","n"
"612","Glencove Yacht Club","5211 Highway 54",65065,(573) 348-2269,"http://glencovemarine.com/","n","n","n","n","n","n"
"804","Glencove Yacht Club","5211 Highway 54",65065,(573) 348-2269,"http://glencovemarine.com/","n","n","n","n","n","n"
"804","Glencove Yacht Club","119 Westwood Dr",65020,(573) 365-3355,"http://glencovemarine.com/","n","n","n","n","n","n"
"301","Glory Hole","77 Mockingbird Beach Dr",65020,(573) 873-3228,,"n","n","n","n","n","n"
"110","Golden Door Resort - Motel","4690 Highway 54",65065,(573) 348-2128,"http://goldendoormotel.com/","n","n","n","n","n","n"
"103","Golden Door Resort - Motel","4690 Highway 54",65065,(573) 348-2128,"http://goldendoormotel.com/","n","n","n","n","n","n"
"103","Golden Horseshoe Resort","38 Golden Dr",65049,(573) 365-2642,,"n","n","n","n","n","n"
"110","Golden Horseshoe Resort","38 Golden Dr",65049,(573) 365-2642,,"n","n","n","n","n","n"
"110","Granada Resort","275 Flynn Rd",65049,(573) 365-2940,,"n","n","n","n","n","n"
"713","Grand Glaize Airport","957 Airport Rd",65065,(573) 348-4469,,"n","n","n","n","n","n"
"710","Grand Glaize Beach Marina","711 Public Beach Rd",65065,(573) 348-1233,,"n","n","n","n","n","n"
"612","Grand Glaize Beach Marina","711 Public Beach Rd",65065,(573) 348-1233,,"n","n","n","n","n","n"
"107","Gravois Creek Camp Ground","24361 Highway 5 ",65084,(573) 372-3211,,"n","n","n","n","n","n"
"107","Greenmill Campground","7744 State Road J",65787,(573) 363-5577,,"n","n","n","n","n","n"
"203","Greenside Restaurant at Lake Valley Country Club","369 Lake Valley Dr",65020,(573) 346-7213,"www.lakevalleygolf.com","n","n","n","n","n","n"
"302","Grey Bear Vineyards & Winery","25992 Highway T",65078,(573) 377-4313,"www.greybearvineyards.com/","n","n","n","n","n","n"
"301","Grey Bear Vineyards & Winery","25992 Highway T",65078,(573) 377-4313,"http://www.greybearvineyards.com/","n","n","n","n","n","n"
"203","Gull-Ables","91 E US Highway 54",65020,(573) 346-4994,,"n","n","n","n","n","n"
"203","H K's Restaurant","315 Four Seasons Dr",65049,(573) 365-8509,,"n","n","n","n","n","n"
"301","Half Moon Saloon & Steakhouse","62 Charger Dr",65786,(573) 363-0500,,"n","n","n","n","n","n"
"203","Half Moon Saloon & Steakhouse","62 Charger Dr",65786,(573) 363-0500,,"n","n","n","n","n","n"
"203","Half Sauced","4185 Highway 54",65065,(573) 348-3200,,"n","n","n","n","n","n"
"203","Happy Fisherman","4676 Highway 54",65065,(573) 348-3311,,"n","n","n","n","n","n"
"203","Happy Garden","1107 S Aurora St",65026,(573) 392-8333,,"n","n","n","n","n","n"
"612","Harbour Marina","28364 Kettle Rd",65037,(573) 372-6200,,"n","n","n","n","n","n"
"203","Hardee's","4637 Highway 54",65065,(573) 348-5732,,"n","n","n","n","n","n"
"608","Hart's Horshoe Bend Ski School","255 Clover Point",65049,(573) 365-3382,,"n","n","n","n","n","n"
"107","Hava Space Rental Park","13242 Montana Rd",65037,(573) 372-3466,,"n","n","n","n","n","n"
"105","Hawks Nest Lodge & Condiminium","5136 Highway 54",65065,(573) 348-1741,,"n","n","n","n","n","n"
"105","Hawks Nest Lodge & Condiminium","5136 Highway 54",65065,(573) 348-1741,,"n","n","n","n","n","n"
"105","Heritage Inn & Suites","10 Midway Rd",65026,(573) 392-2100,,"n","n","n","n","n","n"
"110","Hiawatha Beach Resort","29358 Hiawatha Dr",65078,(573) 377-2702,,"n","n","n","n","n","n"
"105","Hiawatha Beach Resort","29358 Hiawatha Dr",65078,(573) 377-2702,,"n","n","n","n","n","n"
"301","Hillbilly Yacht Club Bar & Grill","14952 Navajo Beach Rd",65037,(573) 372-0188,,"n","n","n","n","n","n"
"203","Hillbilly Yacht Club Bar & Grill","14952 Navajo Beach Rd",65037,(573) 372-0188,,"n","n","n","n","n","n"
"105","Hilty Inn Bed & Breakfast","206 E Jasper St",65084,(573) 378-2020,"www.hiltyinnbedandbreakfast.com","n","n","n","n","n","n"
"102","Hilty Inn Bed & Breakfast","206 E Jasper St",65084,(573) 378-2020,"www.hiltyinnbedandbreakfast.com","n","n","n","n","n","n"
"612","Hi-Way Cove Marina","87 Hi-Way Cove Cir",65020,(573) 374-4244,,"n","n","n","n","n","n"
"105","Holiday Inn Express Osage Beach (Premium Outlet)","4533 Highway 54",65065,(800) 345-8082,"www.ichotelsgroup.com/h/d/ex/1/en/hotel/osbmo?&cm_mmc=mdpr-_-yellowpages-_-ex-_-osbmo","n","n","n","n","n","n"
"103","Holiday Shores Resort","4216 Orville Dr, #9",65065,(573) 348-3438,"http://www.holidayshoresresort.com/","n","n","n","n","n","n"
"804","Holiday Shores Resort","4216 Orville Dr, #9",65065,(573) 348-3438,"http://www.holidayshoresresort.com/","n","n","n","n","n","n"
"110","Holiday Shores Resort","4216 Orville Dr, #9",65065,(573) 348-3438,"http://www.holidayshoresresort.com/","n","n","n","n","n","n"
"203","Hooligan Bay Resort","123 Hooligan Bay Dr",65079,(573) 374-6905,,"n","n","n","n","n","n"
"105","Hooligan Bay Resort","123 Hooligan Bay Dr",65079,(573) 374-6905,,"n","n","n","n","n","n"
"110","Horny Toad Bar & Grill","2325 Bittersweet Rd",65049,(573) 365-5500,"http://toadcove.com/","n","n","n","n","n","n"
"202","Horny Toad Bar & Grill","2325 Bittersweet Rd",65049,(573) 365-5500,"http://toadcove.com/","n","n","n","n","n","n"
"203","Horny Toad Bar & Grill","2325 Bittersweet Rd",65049,(573) 365-5500,"http://toadcove.com/","n","n","n","n","n","n"
"301","Horny Toad Bar & Grill","2325 Bittersweet Rd",65049,(573) 365-5500,"http://toadcove.com/","n","n","n","n","n","n"
"612","Horny Toad Bar & Grill","2325 Bittersweet Rd",65049,(573) 365-5500,"http://toadcove.com/","n","n","n","n","n","n"
"710","Horny Toad Bar & Grill","2325 Bittersweet Rd",65049,(573) 365-5500,"http://toadcove.com/","n","n","n","n","n","n"
"103","Horny Toad Bar & Grill","2325 Bittersweet Rd",65049,(573) 365-5500,"http://toadcove.com/","n","n","n","n","n","n"
"105","Howard Johnson","4755 Highway 54",65065,(573) 348-0600,,"n","n","n","n","n","n"
"203","Huckleberry's","1006 Bagnell Dam Blvd",65049,(573) 365-3300,,"n","n","n","n","n","n"
"203","Hummingbird Restaurant","2337 Highway 17",65486,(573) 793-2841,,"n","n","n","n","n","n"
"301","Hurricane Dolly's","258 Trails End Rd",65079,(573) 374-2895,,"n","n","n","n","n","n"
"203","Hut","251 Main St",65064,(573) 392-6552,,"n","n","n","n","n","n"
"110","Hyd-A-Way Cove Resort","562 Hyd A Way Rd",65020,(573) 346-2673,,"n","n","n","n","n","n"
"203","Iberia Drive-In INC","2361 Highway 17",65486,(573) 793-2555,,"n","n","n","n","n","n"
"203","Imo's Pizza","4344 Highway 54",65065,(573) 302-8300,"http://imospizza.com/","n","n","n","n","n","n"
"607","Indian Rock Golf Club","100 Indian Lake Ave",65038,(573) 372-3023,"http://www.indianrockgolfclub.com/","n","n","n","n","n","n"
"203","Indian Rock Golf Club","100 Indian Lake Ave",65038,(573) 372-3023,"http://www.indianrockgolfclub.com/","n","n","n","n","n","n"
"609","Indian Rock Golf Club","100 Indian Lake Ave",65038,(573) 372-3023,"http://www.indianrockgolfclub.com/","n","n","n","n","n","n"
"110","Inn at Grand Glaize","5142 Highway 54",65065,(573) 348-4731,"http://innatgrandglaize.com/index.html","n","n","n","n","n","n"
"102","Inn at Grand Glaize","5142 Highway 54",65065,(573) 348-4731,"http://innatgrandglaize.com/index.html","n","n","n","n","n","n"
"612","Inn at Grand Glaize","5142 Highway 54",65065,(573) 348-4731,"http://innatgrandglaize.com/index.html","n","n","n","n","n","n"
"710","Inn at Grand Glaize","5142 Highway 54",65065,(573) 348-4731,"http://innatgrandglaize.com/index.html","n","n","n","n","n","n"
"804","Inn at Grand Glaize","5142 Highway 54",65065,(573) 348-4731,"http://innatgrandglaize.com/index.html","n","n","n","n","n","n"
"105","Inn at Harbour Ridge Bed & Breakfast","6334 Red Barn Rd",65065,(573) 302-0411,"www.harbourridgeinn.com/","n","n","n","n","n","n"
"105","Inn at The Harbor","28372 Kettle Rd",65037,(573) 372-3248,,"n","n","n","n","n","n"
"203","Inn at The Harbor","28372 Kettle Rd",65037,(573) 372-3248,,"n","n","n","n","n","n"
"110","Inn at The Harbor","28372 Kettle Rd",65037,(573) 372-3248,,"n","n","n","n","n","n"
"110","Irish Hills Resort","256 Irish Hills Dr",65020,(573) 873-5375,,"n","n","n","n","n","n"
"203","It's 12 O'Clock Somewhere","1163 Irontown Dr",65787,(573) 347-2528,,"n","n","n","n","n","n"
"612","Ivy Bend Resort & Marina","33321 Marina Dr",65078,(573) 372-5900,,"n","n","n","n","n","n"
"203","Ivy Bend Resort & Marina","33321 Marina Dr",65078,(573) 372-5900,,"n","n","n","n","n","n"
"110","Ivy Bend Resort & Marina","33321 Marina Dr",65078,(573) 372-5900,,"n","n","n","n","n","n"
"301","J Bruner's","5166 Hwy 54",65065,(573) 348-2966,"www.jbruners.com","n","n","n","n","n","n"
"202","J Bruner's","5166 Hwy 54",65065,(573) 348-2966,"www.jbruners.com","n","n","n","n","n","n"
"203","J P's Restaurant","199 Warf Pl",65020,(573) 873-3520,,"n","n","n","n","n","n"
"203","J.D. Waddles","5142 Highway 54",65065,(800) 348-4731,"http://www.innatgrandglaize.com/dining.html","n","n","n","n","n","n"
"107","Jacob's Cave/Zwanzig Campground","23114 Hwy TT",65084,(573) 378-4374,"http://www.jacobscave.com/","n","n","n","n","n","n"
"710","Jamin Jet Ski Rental","Hwy 54 & Lake Rd 29",65065,(573) 348-6160,,"n","n","n","n","n","n"
"710","Jamin Jet Ski Rental","440 Passover Rd",65065,(573) 348-6160,,"n","n","n","n","n","n"
"301","JB Hook's Great Ocean Fish","2260 Bagnell Dam Blvd",65049,(573) 365-3255,"http://jbhooks.com/","n","n","n","n","n","n"
"203","JB Hook's Great Ocean Fish","2260 Bagnell Dam Blvd",65049,(573) 365-3255,"http://jbhooks.com/","n","n","n","n","n","n"
"301","Jeremiah's Night Club","2325 Bittersweet Rd",65049,(573) 365-2350,"http://toadcove.com/","n","n","n","n","n","n"
"301","Jessie's Sports Bar","16218 N State Highway 5",65037,(573) 374-8220,,"n","n","n","n","n","n"
"203","JJ Twigs Pizza & Pub","1815 Bagnell Dam Blvd",65049,(573) 365-9911,"http://www.jjtwigs.com/","n","n","n","n","n","n"
"301","JJ Twigs Pizza & Pub","1815 Bagnell Dam Blvd",65049,(573) 365-9911,"http://www.jjtwigs.com/","n","n","n","n","n","n"
"203","Joe's Place","25955 Highway P",65556,(573) 765-5040,,"n","n","n","n","n","n"
"301","Joe's Place","25955 Highway P",65556,(573) 765-5040,,"n","n","n","n","n","n"
"203","Jolly Rogers","28443 Polk Dr",65072,(573) 392-0700,,"n","n","n","n","n","n"
"301","Jolly Rogers","28443 Polk Dr",65072,(573) 392-0700,,"n","n","n","n","n","n"
"203","J's Grill and Sports Bar at Indian Rock Golf Club","100 Indian Lake Ave",65038,(573) 372-3956,"http://www.jsgrillandsportsbar.com/","n","n","n","n","n","n"
"110","Kalfran Lodge","1091 Kalfran Dr",65065,(573) 348-2266,,"n","n","n","n","n","n"
"110","Kapilana Beach Resort","793 Winn Rd",65065,(573) 348-2151,"www.kapilana.net/","n","n","n","n","n","n"
"105","Kapilana Beach Resort","793 Winn Rd",65065,(573) 348-2151,"http://www.kapilana.net/","n","n","n","n","n","n"
"203","Kate's Diner","119 W Jasper St",65084,(573) 378-5193,,"n","n","n","n","n","n"
"110","Kay Lynn Resort","1091 Redbud Rd",65065,(573) 348-2289,,"n","n","n","n","n","n"
"203","Kay's Home Cooking","4196 Highway 54",65065,(573) 348-2217,,"n","n","n","n","n","n"
"107","Kelly's Landing","252 Nichols Rd",65326,(573) 345-0055,,"n","n","n","n","n","n"
"110","Kelly's Landing","252 Nichols Rd",65326,(573) 345-0055,,"n","n","n","n","n","n"
"804","Kelly's Landing","252 Nichols Rd",65326,(573) 345-0055,,"n","n","n","n","n","n"
"612","Kelly's Landing","252 Nichols Rd",65326,(573) 345-0055,,"n","n","n","n","n","n"
"710","Kelly's Landing","252 Nichols Rd",65326,(573) 345-0055,,"n","n","n","n","n","n"
"203","Kelly's Port","5250 Dude Ranch",65065,(573) 348-4700,"http://www.kellysport.com/","n","n","n","n","n","n"
"612","Ken's Marine & RV","2859 S State Highway 5",65020,(573) 317-9690,,"n","n","n","n","n","n"
"710","Ken's Marine & RV","2859 S State Highway 5",65020,(573) 317-9690,,"n","n","n","n","n","n"
"203","Kentucky House","200 N Commercial St",65452,(573) 736-2970,,"n","n","n","n","n","n"
"203","KFC","4828 Highway 54",65065,(573) 348-5588,"http://kfc.com/","n","n","n","n","n","n"
"203","KFC","298 E US Highway 54",65020,(573) 346-3551,"http://kfc.com/","n","n","n","n","n","n"
"203","KFC ","1501 S Business Highway 54",65026,(573) 392-3555,"http://kfc.com/","n","n","n","n","n","n"
"110","King's Pointe Resort & RV Park","591 Purvis Rd",65079,(573) 374-9400,,"n","n","n","n","n","n"
"107","King's Pointe Resort & RV Park","591 Purvis Rd",65079,(573) 374-9400,,"n","n","n","n","n","n"
"103","Kirkwood Lodge","1192 Lakeshore Dr",65065,(573) 348-2161,,"n","n","n","n","n","n"
"105","Kirkwood Lodge","1192 Lakeshore Dr",65065,(573) 348-2161,,"n","n","n","n","n","n"
"203","Knights of Columbus","1023 E US Highway 54",65020,(573) 346-0010,,"n","n","n","n","n","n"
"103","Knolls Resort Condiminiums","5940 Baydy Peak Rd",65065,(573) 348-2236,"www.knollsresort.com/","n","n","n","n","n","n"
"110","Knolls Resort Condiminiums","5940 Baydy Peak Rd",65065,(573) 348-2236,"http://www.knollsresort.com/","n","n","n","n","n","n"
"203","Knookers Grill & Bar","11753 N State Highway 5",65079,(573) 374-9060,,"n","n","n","n","n","n"
"301","Knookers Grill & Bar","11753 N State Highway 5",65079,(573) 374-9060,,"n","n","n","n","n","n"
"103","Knotty Pine Resort","66 Knotty Pine Dr",65020,(573) 873-5181,,"n","n","n","n","n","n"
"110","Knotty Pine Resort","66 Knotty Pine Dr",65020,(573) 873-5181,,"n","n","n","n","n","n"
"105","Kon-Tiki Resort","64 Kon Tiki Circle",65020,(573) 873-5320,"www.kontikiozarks.com/","n","n","n","n","n","n"
"110","Kon-Tiki Resort","64 Kon Tiki Circle",65020,(573) 873-5320,"http://www.kontikiozarks.com/","n","n","n","n","n","n"
"804","Kuhl Breeze Charters","689 Niangua Shores Rd",65020,(573) 286-6712,"http://www.kuhlbreezecharters.com/","n","n","n","n","n","n"
"110","Kula Bay Resort","28 Kick Back Loop",65079,(573) 286-2641,,"n","n","n","n","n","n"
"203","Lafata's Italian Pizza & Subs","794 Highway HH",65049,(573) 365-6989,,"n","n","n","n","n","n"
"301","Lafata's Italian Pizza & Subs","4312 Horseshoe Bend Pkwy",65049,(573) 365-6989,,"n","n","n","n","n","n"
"110","Lake Breeze Resort","91 Breeze Dr",65065,(573) 873-5343,,"n","n","n","n","n","n"
"110","Lake Chalet Resort","970 Chateau Ln",65065,(573) 348-4718,,"n","n","n","n","n","n"
"105","Lake Chateau Resort Inn","5066 Highway 54",65020,(573) 348-2791,,"n","n","n","n","n","n"
"612","Lake of the Ozarks Marina","220 Forever Dr",65020,(573) 873-3705,,"n","n","n","n","n","n"
"606","Lake of the Ozarks State Park","304 Highway 134",65047,(573) 348-2694,"http://mostateparks.com/","n","n","n","n","n","n"
