"Code","Name","Address","zip","Phone","Url","reservations y/n","order online y/n","Buy Tickets y/n","discnt coupon y/n","Maps y/n","verified"
"105","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"407","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"612","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"202","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"203","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"301","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"404","Resort At Port Arrowhead","3080 Bagnell Dam Rd",65049,(573) 365-2334,"http://www.theresortatportarrowhead.com/index.php","n","n","n","n","n","n"
"301","Richard Knoggins","Lake Rd 514",65037,(573) 372-3915,,"n","n","n","n","n","n"
"203","Richard Knoggins","Lake Rd 514",65037,(573) 372-3915,,"n","n","n","n","n","n"
"607","Richland Golf & CC ","1555 N Pine St",65556,(573) 765-4825,,"n","n","n","n","n","n"
"110","Rippling Waters Resort","23 Rippling Waters Dr",65020,(573) 346-2642,"http://ripplingwatersresort.com/","n","n","n","n","n","n"
"103","Rippling Waters Resort","23 Rippling Waters Dr",65020,(573) 346-2642,"http://ripplingwatersresort.com/","n","n","n","n","n","n"
"301","Risky's Sports Bars","410 W Highway 54",65020,(573) 346-9740,"http://www.lakeoftheozarksbars.com/Risky'sCam.htm","n","n","n","n","n","n"
"203","Risky's Tavern & Eats","301 Monarch Cv",65049,(573) 365-7223,"http://www.lakeoftheozarksbars.com/Risky'sCam.htm","n","n","n","n","n","n"
"301","Risky's Tavern & Eats","301 Monarch Cv",65049,(573) 365-7223,"http://www.lakeoftheozarksbars.com/Risky'sCam.htm","n","n","n","n","n","n"
"107","Riverview RV Park & Sales","398 Wood River Rd",65049,(573) 365-5118,,"n","n","n","n","n","n"
"110","Robins Resort","4935 Robins Cir",65065,(573) 348-2275,"http://robinsresort.net/","n","n","n","n","n","n"
"203","Rock Bottom Bar & Grill","1104 Bagnell Dam Blvd",65049,(573) 964-6370,,"n","n","n","n","n","n"
"301","Rock Bottom Bar & Grill","1104 Bagnell Dam Blvd",65049,(573) 964-6370,,"n","n","n","n","n","n"
"110","Rock Harbor Resort & Motel","973 Rock Harbor Rd",65079,(573) 374-5586,"http://rockharborresort.com/","n","n","n","n","n","n"
"105","Rock Harbor Resort & Motel","973 Rock Harbor Rd",65079,(573) 374-5586,"http://rockharborresort.com/","n","n","n","n","n","n"
"203","Rock Island","1273 Bagnell Dam Blvd",65049,(573) 365-8911,,"n","n","n","n","n","n"
"110","Rockwood Resort Motel","1701 Bagnell Dam Blvd",65049,(573) 365-2460,,"n","n","n","n","n","n"
"105","Rockwood Resort Motel","1701 Bagnell Dam Blvd",65049,(573) 365-2460,,"n","n","n","n","n","n"
"203","Rocky Mount Roadhouse","27560 Hwy W",65072,(573) 392-5363,,"n","n","n","n","n","n"
"203","Rocky Top Bar & Grill","16384 Hwy O ",65037,(573) 372-3399,,"n","n","n","n","n","n"
"301","Rocky Top Bar & Grill","16384 Hwy O ",65037,(573) 372-3399,,"n","n","n","n","n","n"
"110","Rod & Reel Resort","48 Rod N Reel Dr",65020,(573) 873-5161,,"n","n","n","n","n","n"
"105","Rodeway Inn","6412 Highway 54",65065,(573) 348-2967,,"n","n","n","n","n","n"
"607","Rolling Hills Country Club","13966 Country Club Rd",65084,(573) 378-2881,,"n","n","n","n","n","n"
"607","Roses-Run Golf Club","34885 Highway Vv",65463,(417) 426-5979,,"n","n","n","n","n","n"
"103","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"107","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"110","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"203","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"710","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"612","Runaway II ","81 Runaway Dr",65324,(573) 345-4590,"http://runaway2resort.com/","n","n","n","n","n","n"
"203","Rustic Restaurant","26648 Highway 5",65037,(573) 372-0600,,"n","n","n","n","n","n"
"203","Ruthie D's ","4466 Horseshoe Bend Pkwy",65049,(573) 964-6448,"www.ruthieds.net","n","n","n","n","n","n"
"110","Ryan's Resort","13 Hidden Valley Rd",65026,(573) 365-3436,,"n","n","n","n","n","n"
"612","Salty Dog Marina","1680 Autumn Ln",65065,(573) 302-1004,,"n","n","n","n","n","n"
"203","Sbarro","State Route Kk",65065,(573) 348-3131,"http://sbarro.com/","n","n","n","n","n","n"
"107","Scenic 63 Motel & RV Park LLC","12141 Highway 63 South",65582,(573) 422-3907,"www.scenic63.com","n","n","n","n","n","n"
"105","Scenic 63 Motel & RV Park LLC","12141 Highway 63 South",65582,(573) 422-3907,"www.scenic63.com","n","n","n","n","n","n"
"105","Schlicht Mill Lodge","17715 Resort Rd",65452,(573) 736-5342,,"n","n","n","n","n","n"
"301","Schmidty's Tiki","39 Knox Rd",65072,(573) 964-0510,,"n","n","n","n","n","n"
"105","Scottish Inn","5404 Highway 54",65065,(573) 348-3123,,"n","n","n","n","n","n"
"203","Scotty's Drive-In","14317 N State Highway 5",65079,(573) 374-5529,,"n","n","n","n","n","n"
"801","Sea Rocket Rides","1100 Bagnell Dam Blvd",65049,(573) 286-4306,"http://www.pelicancharter.com/","n","n","n","n","n","n"
"203","Season's Café & Bakery","248 S Main St",65037,(573) 374-4452,,"n","n","n","n","n","n"
"607","Season's Ridge Golf Club","315 Four Seasons Dr",65049,(573) 365-8544,"http://4seasonsresort.com/","n","n","n","n","n","n"
"203","Senor Peppers","20 Camdenton Ct SE",65020,(573) 346-5433,,"n","n","n","n","n","n"
"302","Seven Springs Winery","846 Winery Hills Ests",65065,(573) 317-0100,"http://www.sevenspringswinery.com/","n","n","n","n","n","n"
"203","Shady Gators","132 Sweet William Rd",65049,(573) 365-6464,"http://www.shadygators.com","n","n","n","n","n","n"
"301","Shady Gators","132 Sweet William Rd",65049,(573) 365-6464,"http://www.shadygators.com","n","n","n","n","n","n"
"110","Shady Oaks Resort","Lake Rd W-15",65049,(573) 365-9678,"www.theshadyoaksresort.com","n","n","n","n","n","n"
"710","Shady Oaks Resort","Lake Rd W-15",65049,(573) 365-9678,"www.theshadyoaksresort.com","n","n","n","n","n","n"
"110","Shangri-La Resort","606 Shangrila Dr",65079,(573) 374-5421,"http://www.shangrilares.com/","n","n","n","n","n","n"
"301","Sharky's Timeout Sports Bar & Grill","27533 Shorty Rd",65011,(573) 372-6723,"http://www.sharkystimeout.com/","n","n","n","n","n","n"
"612","Sharky's Timeout Sports Bar & Grill","27533 Shorty Rd",65011,(573) 372-6723,"http://www.sharkystimeout.com/","n","n","n","n","n","n"
"203","Sharky's Timeout Sports Bar & Grill","27533 Shorty Rd",65011,(573) 372-6723,"http://www.sharkystimeout.com/","n","n","n","n","n","n"
"612","Shawnee Bend Landing","35 Shawnee Ct",65079,(573) 374-9888,,"n","n","n","n","n","n"
"615","Shawnee Bend Public Access - Sunrise Beach","783 Thunder Mountain Rd",65079,(573) 346-2210,,"n","n","n","n","n","n"
"105","Shawnee Bluff Inn LLC","2430 Bagnell Dam Blvd",65049,(573) 365-6174,,"n","n","n","n","n","n"
"612","Ship's Marina","154 Highway 5",65037,(573) 372-6278,,"n","n","n","n","n","n"
"203","Shirley's Diner","105 S Monroe St",65084,(573) 378-6000,,"n","n","n","n","n","n"
"203","Shoney's","4717 Highway 54",65065,(573) 348-5753,"http://shoneys.com/","n","n","n","n","n","n"
"301","Shooter's 21","1522 Nichols Rd",65065,(573) 348-2100,,"n","n","n","n","n","n"
"105","Shoreland Motel","1172 Bagnell Dam Blvd",65049,(573) 964-6969,,"n","n","n","n","n","n"
"107","Shorewood Land RV & Campground","75 Unicorn Rd",65026,(573) 356-1974,,"n","n","n","n","n","n"
"710","Shorewood Land RV & Campground","75 Unicorn Rd",65026,(573) 356-1974,,"n","n","n","n","n","n"
"105","Shorewood Land RV & Campground","75 Unicorn Rd",65026,(573) 356-1974,,"n","n","n","n","n","n"
"203","Shorty Pants Lounge","1680 Autumn Ln",65065,(573) 302-1745,"http://www.lakeoftheozarksbars.com/pklpete.htm","n","n","n","n","n","n"
"301","Shorty Pants Lounge","1680 Autumn Ln",65065,(573) 302-1745,"http://www.lakeoftheozarksbars.com/pklpete.htm","n","n","n","n","n","n"
"203","Shrimp Daddy's","16218 N State Highway 5",65079,(573) 374-7800,,"n","n","n","n","n","n"
"301","Silver Dollar","20 Acorn Rd",65026,(573) 392-3677,,"n","n","n","n","n","n"
"612","Silver Saddie Restaurant","404 E 4th St",65026,(573) 392-2312,,"n","n","n","n","n","n"
"110","Silver Sands Resort & Marina","271 Silver Sands Dr",65079,(573) 374-6820,,"n","n","n","n","n","n"
"612","Silver Sands Svc Ctr","217 Silver Sands Dr",65079,(573) 374-6126,,"n","n","n","n","n","n"
"301","Skeeters","120 W Newton St",65084,(573) 378-7441,,"n","n","n","n","n","n"
"608","Skiers Wharf Extreme","5755 Highway 54",65065,(573) 302-0575,,"n","n","n","n","n","n"
"105","Skyline Motel","3605 Highway 54",65065,(573) 302-0905,,"n","n","n","n","n","n"
"110","Skyline Resort & Boat Rental","148 Skyline Dr",65020,(573) 873-5008,,"n","n","n","n","n","n"
"710","Skyline Resort & Boat Rental","148 Skyline Dr",65020,(573) 873-5008,,"n","n","n","n","n","n"
"105","Sleep Inn & Suites","624 E Highway 54",65020,(573) 346-4501,"http://www.showhotel.com/sleepinn/6502001/","n","n","n","n","n","n"
"612","Sleepy Bill's Marina & Resort","33715 Ivy Bend Rd",65078,(573) 372-5752,"http://sleepybills.com/","n","n","n","n","n","n"
"110","Sleepy Bill's Marina & Resort","33715 Ivy Bend Rd",65078,(573) 372-5752,"http://sleepybills.com/","n","n","n","n","n","n"
"203","Small Wood House","5831 Hwy 54",65065,(573) 348-0300,"http://www.smallwoodhouse.com/","n","n","n","n","n","n"
"612","Smoked on the Water","29475 Mill Creek Marina Rd",65037,(573) 372-1700,,"n","n","n","n","n","n"
"203","Smoked on the Water","29475 Mill Creek Marina Rd",65037,(573) 372-1700,,"n","n","n","n","n","n"
"301","Smoked on the Water","29475 Mill Creek Marina Rd",65037,(573) 372-1700,,"n","n","n","n","n","n"
"203","Snafu","33410 Ivy Bend Rd",65078,(573) 372-5339,,"n","n","n","n","n","n"
"301","Snafu","33410 Ivy Bend Rd",65078,(573) 372-5339,,"n","n","n","n","n","n"
"203","Someplace Else","245 S Main St",65037,(573) 374-4058,,"n","n","n","n","n","n"
"203","Sonic Drive-In","501 E US Highway 54",65020,(573) 346-7478,,"n","n","n","n","n","n"
"203","Sonic Drive-In","155 S Main St",65037,(573) 374-7742,,"n","n","n","n","n","n"
"203","Sonic Drive-In","304 S State Highway 5",65084,(573) 378-2225,,"n","n","n","n","n","n"
"203","Sonic Drive-In","1712 S Business Highway 54",65026,(573) 392-7323,,"n","n","n","n","n","n"
"110","Southwood Shores Resort Condos","150 Sws Dr",65049,(573) 365-4644,"www.southwoodshorescondos.com/intro.htm","n","n","n","n","n","n"
"103","Southwood Shores Resort Condos","150 Sws Dr",65049,(573) 365-4644,"http://www.southwoodshorescondos.com/intro.htm","n","n","n","n","n","n"
"103","Sportsman's Harbor Condiminium","449 Sportsman Dr",65020,(573) 873-5126,,"n","n","n","n","n","n"
"110","Sportsman's Harbor Condiminium","449 Sportsman Dr",65020,(573) 873-5126,,"n","n","n","n","n","n"
"107","Standing Rock Campground","21 Dutchman Ln",65020,(573) 374-5252,,"n","n","n","n","n","n"
"105","Star Motel","1384 Bagnell Dam Blvd",65049,(573) 365-8993,,"n","n","n","n","n","n"
"203","Steak 'n Shake","3920 Highway 54",65065,(573) 348-0070,,"n","n","n","n","n","n"
"203","Steve's Family Style Restaurant","2079 State Road Y",65052,(573) 346-0099,,"n","n","n","n","n","n"
"203","Stewarts LLC","1151 Bagnell Dam Blvd",65049,(573) 365-2400,,"n","n","n","n","n","n"
"612","Stingray Marina","683 Stingray Dr",65079,(573) 374-8388,,"n","n","n","n","n","n"
"710","Stingray Marina","683 Stingray Dr",65079,(573) 374-8388,,"n","n","n","n","n","n"
"301","Stockton's Pub & Grill","4540 Highway 54 Suite F1",65065,(573) 348-1500,"http://www.stocktonspubandgrill.com/","n","n","n","n","n","n"
"203","Stockton's Pub & Grill","4540 Highway 54 Suite F1",65065,(573) 348-1500,"http://www.stocktonspubandgrill.com/","n","n","n","n","n","n"
"501","Stone Crest Mall","4540 Highway 54",65065,(573) 348-3106,"www.shopstonecrestmall.com","n","n","n","n","n","n"
"203","Storage Shed","11225 N State Highway 7",65324,(573) 347-2535,,"n","n","n","n","n","n"
"203","Stumpy's","33880 Ivy Bend Rd",65078,(573) 372-9903,,"n","n","n","n","n","n"
"203","Subs & Salads","4294 Highway 54",65065,(573) 302-7773,,"n","n","n","n","n","n"
"203","Subway","3978 Highway 54",65065,(573) 348-0123,"www.subway.com","n","n","n","n","n","n"
"203","Subway","5896 Highway 54",65065,(573) 302-7827,"www.subway.com","n","n","n","n","n","n"
"203","Subway","187 E US Highway 54",65020,(573) 346-1677,"www.subway.com","n","n","n","n","n","n"
"203","Subway","94 Cecil St",65020,(573) 346-1200,"www.subway.com","n","n","n","n","n","n"
"203","Subway","102 W 4th St",65026,(573) 392-7827,"www.subway.com","n","n","n","n","n","n"
"203","Subway","14318 Mount Carmel Rd",65032,(573) 498-9942,"www.subway.com","n","n","n","n","n","n"
"404","Subway","809 W Newton St",65084,(573) 378-5640,"www.subway.com","n","n","n","n","n","n"
"404","Sugar Creek Minature Golf Inc","3001 Bagnell Dam Blvd",65049,(573) 365-2226,,"n","n","n","n","n","n"
"103","Summerset Inn Resort & Villas","1165 Jeffries Rd",65065,(573) 348-5073,,"n","n","n","n","n","n"
"110","Summerset Inn Resort & Villas","1165 Jeffries Rd",65065,(573) 348-5073,,"n","n","n","n","n","n"
"203","Sunrise Cantina","264 Sunset Hills Dr",65079,(573) 374-8185,,"n","n","n","n","n","n"
"612","Sunset Beach Resort","4430 Sunset Dr",65065,(573) 348-5118,,"n","n","n","n","n","n"
"710","Sunset Beach Resort Marina","4430 Sunset Dr",65065,(573) 348-5118,,"n","n","n","n","n","n"
"110","Sunset Beach Resort Marina","4430 Sunset Dr",65065,(573) 348-5118,,"n","n","n","n","n","n"
"105","Sunset Beach Resort Marina","4430 Sunset Dr",65065,(573) 348-5118,,"n","n","n","n","n","n"
"110","Sunset Inn Resort","598 Zack Wheat Dr",65079,(573) 374-5751,"http://sunsetinnresort.com/","n","n","n","n","n","n"
"110","Sunshine Pointe Resort","1295 Case Rd",65065,(573) 348-2278,,"n","n","n","n","n","n"
"105","Super 8 - Lake of the Ozarks","5927 Highway 54",65065,(573) 348-4835,,"n","n","n","n","n","n"
"612","Surdyke Yamaha","1660 Yamaha Dr",65065,(888) 575-9283,"http://www.surdykeyamaha.com/","n","n","n","n","n","n"
"710","Surdyke Yamaha","1660 Yamaha Dr",65065,(888) 575-9283,"http://www.surdykeyamaha.com/","n","n","n","n","n","n"
"607","Sycamore Creek Golf Club","1270 Nichols Rd",65065,(573) 348-9593,"http://sycamorecreekgolfclub.com/sycamoreIndex.asp","n","n","n","n","n","n"
"203","Taco Bell","3354 Highway 54",65065,(573) 365-4380,"www.tacobell.com","n","n","n","n","n","n"
"203","Taco Bell","423 E US Highway 54",65020,(573) 346-7824,"www.tacobell.com","n","n","n","n","n","n"
"203","Taco Bell","253 E US Highway 54",65020,(573) 346-6982,,"n","n","n","n","n","n"
"203","Taco Bell","1501 S Business Highway 54",65026,(573) 392-3555,,"n","n","n","n","n","n"
"612","Tan-Tar-A Resorts","State Route Kk",65065,(573) 348-3131,"http://tan-tar-a.com/","n","n","n","n","n","n"
"710","Tan-Tar-A Resorts","State Route Kk",65065,(573) 348-3131,"http://tan-tar-a.com/","n","n","n","n","n","n"
"110","Tan-Tar-A Resorts","State Route Kk",65065,(573) 348-3131,"http://tan-tar-a.com/","n","n","n","n","n","n"
"103","Tan-Tar-A Resorts","State Route Kk",65065,(573) 348-3131,"http://tan-tar-a.com/","n","n","n","n","n","n"
"103","The Club at Old Kinderhook","80 Cr 54-79",65020,(573) 317-3570,"http://www.oldkinderhook.com/","n","n","n","n","n","n"
"203","The Duck","67 Cherokee Ct",65049,(573) 365-9973,"http://www.theduckrestaurant.com/","n","n","n","n","n","n"
"203","The Hook Café at Old Kinderhook","80 Cr 54-79",65020,(573) 317-3575,"http://www.oldkinderhook.com/stay/plaza3.htm","n","n","n","n","n","n"
"110","The Resort at the Lake of the Ozarks","4900 World Mark Dr",65065,(573) 302-7500,"www.greatpricedcondos.com/lo/","n","n","n","n","n","n"
"105","The Resort at the Lake of the Ozarks","4900 World Mark Dr",65065,(573) 302-7500,"http://www.greatpricedcondos.com/lo/","n","n","n","n","n","n"
"203","Three Pigs BBQ & Grill","29475 Mill Creek Marina Rd",65037,(573) 372-3956,"http://www.lakeoftheozarksbars.com/3PigsBBQ.htm","n","n","n","n","n","n"
"301","Three Pigs BBQ & Grill","26657 Highway 5",65037,(573) 372-1800,"http://www.lakeoftheozarksbars.com/3PigsBBQ.htm","n","n","n","n","n","n"
"110","Three Seasons Resort","5499 Three Seasons Rd, Stop 1",65065,(573) 348-2474,,"n","n","n","n","n","n"
"904","Tiger Lanes","701 W Clay Rd",65084,(573) 378-5779,,"n","n","n","n","n","n"
"405","Timber Falls Indoor Waterpark","State Route Kk",65065,(573) 348-3131,,"n","n","n","n","n","n"
"301","Tirebiters","4704 Jayhawk St",65065,(573) 348-1177,,"n","n","n","n","n","n"
"801","Tom Sawyer Cruises","1006 Bagnell Dam Blvd",65049,(573) 365-3300,"http://www.lakeareachamber.com/pages/tom-huck/tom-huck.htm","n","n","n","n","n","n"
"105","Tomahawk Motel","2865 Bagnell Dam Blvd",65049,(573) 365-5331,,"n","n","n","n","n","n"
"203","Tonka Hills Restaurant","2598 US 54-65-E",65052,(573) 346-5759,,"n","n","n","n","n","n"
"203","Tony G's","14160 Twin Bays Rd",65037,(573) 372-3600,,"n","n","n","n","n","n"
"301","Too Risky","302 Monarch Cv",65049,(573) 365-7224,,"n","n","n","n","n","n"
"611","Top Gun Parasail","3620 Highway 54",65065,(573) 365-6675,,"n","n","n","n","n","n"
"203","Topsider Lounge","4877 Highway 54",65065,(573) 348-9801,"http://topsiderlakeoftheozarks.com/new/","n","n","n","n","n","n"
"301","Topsider Lounge","4877 Highway 54",65065,(573) 348-9801,"http://topsiderlakeoftheozarks.com/new/","n","n","n","n","n","n"
"710","Topsider's Boat Rental","4877 Highway 54",65065,(573) 302-1955,,"n","n","n","n","n","n"
"203","Tortilla Flat","12164 N State Highway 5",65079,(573) 374-1307,,"n","n","n","n","n","n"
"203","Touch of Asia Sushi & Sake Bar","3715 Highway 54 Suite 1 Dunmar Plaza",65065,(573) 302-7733,"http://www.lakeoftheozarksbars.com/TouchAsia.htm","n","n","n","n","n","n"
"105","Town & Country Motel","5154 Highway 54",65065,(573) 348-5677,"http://www.townandcountrymotel.com/","n","n","n","n","n","n"
"301","Traffic Jam","27632 Highway Y",65072,(573) 392-8501,,"n","n","n","n","n","n"
"203","Trail House Restaurant","6125 Old Route 5",65020,(573) 873-3433,,"n","n","n","n","n","n"
"203","Tres Hombres","8779 N State Highway 5 #7",65020,(573) 873-5822,,"n","n","n","n","n","n"
"801","Tropical Island Cruises","PO Box 734",65065,(573) 348-0083,"http://www.tropicislandcruises.com/","n","n","n","n","n","n"
"203 ","Tupelo Honey's Bakery & Café","8779 N State Highway 5",65020,(573) 873-9955,,"n","n","n","n","n","n"
"203","T'z Pizzaria","4460 Horseshoe Bend Pkwy",65049,(573) 964-5004,,"n","n","n","n","n","n"
"203","Uncle Sam's Ice Cream Deli","28490 Highway Y",65072,(573) 392-1061,,"n","n","n","n","n","n"
"107","US Fort Leonardwood Rec Area","789 Olney Cir",65052,(573) 346-5640,,"n","n","n","n","n","n"
"110","Val-E-Vue Resort","1629 Resorts Rd",65020,(573) 873-5068,,"n","n","n","n","n","n"
"203","Vallartas","3247 Bagnell Dam",65049,(573) 365-2900,,"n","n","n","n","n","n"
"203","Versailes Drive In","612 W Newton St",65026,(573) 392-3677,,"n","n","n","n","n","n"
"612","Village Marina & Yacht Club","4039 Highway 54",65065,(573) 348-4488,"http://www.villagemarina.com/","n","n","n","n","n","n"
"612","Village Marina & Yacht Club","107 Village Marina Rd",65026,(573) 365-1800,"http://www.villagemarina.com/","n","n","n","n","n","n"
"612","Village Marina Inc","4287 Highway 54",65065,(573) 348-3433,"http://www.villagemarina.com/","n","n","n","n","n","n"
"612","Villages Harbor Marina","538 Villages Harbour Dr",65079,(573) 374-6199,,"n","n","n","n","n","n"
"203","Vinny's Café & Lounge","751 N Main St",65037,(573) 374-9982,,"n","n","n","n","n","n"
"301","Vinny's Café & Lounge","751 N Main St",65037,(573) 374-9982,,"n","n","n","n","n","n"
"203","Vista Grande Mexican Restaurant","4579 Highway 54",65065,(573) 348-1231,,"n","n","n","n","n","n"
"301","Vista Grande Mexican Restaurant","4579 Highway 54",65065,(573) 348-1231,,"n","n","n","n","n","n"
"203","Wagon Wheel Saloon Restaurant","25 Doyle Rd",65026,(573) 392-8883,,"n","n","n","n","n","n"
"612","Walt's Boat Repair","1213 Highway O",65037,(573) 374-5829,,"n","n","n","n","n","n"
"105","Wander Inn","282 No Return Rd",65079,(573) 374-3115,,"n","n","n","n","n","n"
"301","Watering Hole","13968 N State Highway 5",65079,(573) 374-5019,,"n","n","n","n","n","n"
"105","Waters Edge Motel","149 Highway 5 ",65037,(573) 372-2201,,"n","n","n","n","n","n"
"110","Water's Edge Motel & Resort","151 Highway 5",65037,(573) 372-2201,"http://www.watersedgemotel.net/","n","n","n","n","n","n"
"203","Wee Chef Restaurant","1113 N State Highway 5",65020,(573) 346-2625,,"n","n","n","n","n","n"
"203","Weenie World Inc","1339 Bagnell Dam Blvd",65049,(573) 365-2601,,"n","n","n","n","n","n"
"203","Wendy's","3562 Highway 54",65065,(573) 365-4318,,"n","n","n","n","n","n"
"105","Western Hills Motel","201 N State Highway 5",65084,(573) 378-4663,,"n","n","n","n","n","n"
"612","Westport Yacht Club & Marina","16319 P Road",65037,(573) 372-6112,"www.westportyachtclub.com","n","n","n","n","n","n"
"904","Westside Lanes","107 Highway O",65037,(573) 374-6212,,"n","n","n","n","n","n"
"710","WFO Watercraft Rentals","5142 Highway 54",65065,(573) 302-0744,"www.wfoinc.com","n","n","n","n","n","n"
"612","WFO Watercraft Rentals","5142 Highway 54",65065,(573) 302-0744,"www.wfoinc.com","n","n","n","n","n","n"
"612","Wheelhouse Marina","143 Wheelhouse Ct",65049,(573) 365-6077,,"n","n","n","n","n","n"
"301","Whiskers","944 W Hwy 54",65065,(573) 346-6100,,"n","n","n","n","n","n"
"612","Wilbus Marine Svc","77 Grey House Rd",65079,(573) 374-7095,,"n","n","n","n","n","n"
"105","Williamsburg Inn","5969 Highway 54",65065,(573) 348-2267,,"n","n","n","n","n","n"
"110","Willy's Place","4 Ironwood Ln",65486,(573) 369-2968,,"n","n","n","n","n","n"
"301","Willy's Place","4 Ironwood Ln",65486,(573) 369-2968,,"n","n","n","n","n","n"
"110","Wilson's Resort","88 Wilson Resort Rd",65020,(573) 873-5178,"www.wilsonsresort.com","n","n","n","n","n","n"
"110","Windermere Baptist Conference Center","205 Volunteer Lane",65787,(573) 346-5200,"http://www.windermereusa.org/home.asp","n","n","n","n","n","n"
"301","Windrose On the Water","State Route Kk",65065,(573) 348-3131,,"n","n","n","n","n","n"
"203","Wobbly Boots BBQ","5203 Highway 54",65065,(573) 348-2277,"www.wobblybootsbbq.com","n","n","n","n","n","n"
"301","Wobbly Boots BBQ","5203 Highway 54",65065,(573) 348-2277,"www.wobblybootsbbq.com","n","n","n","n","n","n"
"203","Wok N Roll","1359 Bagnell Dam Blvd",65049,(573) 365-2090,,"n","n","n","n","n","n"
"301","Woody's","5834 Highway 54",65065,(573) 348-0545,,"n","n","n","n","n","n"
"110","World Mark by Wyndham","4900 Worldmark Ln",65065,(573) 302-7500,,"n","n","n","n","n","n"
"105","Wrenwood Robinwood Condo","163 Wrenwood Cir",65049,(573) 365-2843,,"n","n","n","n","n","n"
"704","X-Press Rent A Car","1087 Armory Dr",65065,(573) 348-0255,,"n","n","n","n","n","n"
"612","Yacht Club at Toad Cove","2359 Bittersweet Rd",65049,(573) 964-5779,,"n","n","n","n","n","n"
"710","Yacht Club at Toad Cove","2359 Bittersweet Rd",65049,(573) 964-5779,,"n","n","n","n","n","n"
"203","Yankee Peddlers Country Tea Room & Restaurant","5831 Hwy 54",65065,(573) 348-5045,"http://www.yankeepeddlerstearoom.com/","n","n","n","n","n","n"
"901","Zodiac Lanes","907 Ball Park Rd",65020,(573) 346-4900,,"n","n","n","n","n","n"
"107","Zwanzig Campground","25471 Highway 5 Lot 15",65037,(573) 372-1272,,"n","n","n","n","n","n"
